customer_id,customer_name,gender_cd,gender,birth_day,age,postal_cd,address,application_store_cd,application_date,status_cd
CS033513000001,Miho Saito,1,Male,1964-06-18,54,246-0037,"Hashido, Seya -ku, Yokohama -shi, Kanagawa",S14033,20150918,9-20090809-6
CS003303000001,Masahiko Miki,0,Female,1980-11-11,38,201-0002,"Higashinogawa, Komae City, Tokyo",S13003,20150425,0-00000000-0
CS020412000052,Rinako Oyama,1,Male,1972-11-22,46,173-0004,"Itabashi -ku, Tokyo, Itabashi",S13020,20150217,0-00000000-0
CS037413000102,Born Ishida,1,Male,1972-02-23,47,136-0072,"Oshima, Koto -ku, Tokyo",S13037,20150802,0-00000000-0
CS024315000112,Ayaka Mukai,1,Male,1981-02-19,38,214-0035,"Nagasawa, Tama -ku, Kawasaki City, Kanagawa Prefecture",S14024,20150815,0-00000000-0
CS034303000009,Hiroshi Kamiyama,0,Female,1987-10-18,31,216-0001,"Nogawa, Miyamae -ku, Kawasaki City, Kanagawa Prefecture",S14034,20150316,0-00000000-0
CS003612000141,Asuka Kitada,1,Male,1951-12-10,67,182-0035,"Ueishihara, Chofu City, Tokyo",S13003,20170101,0-00000000-0
CS001315000421,Kazuki Matsuda,9,Unknown,1979-06-03,39,144-0051,"Nishi -Kamata, Ota -ku, Tokyo",S13001,20171105,0-00000000-0
CS031615000101,Rina Fujimura,1,Male,1951-07-29,67,151-0064,"Uehara, Shibuya -ku, Tokyo",S13031,20150421,0-00000000-0
CS009415000080,Ryoda Ryo,1,Male,1971-04-21,47,158-0097,"Yoga, Setagaya -ku, Tokyo",S13009,20141213,F-20100810-E
CS008411000075,Chiemi Hama,1,Male,1973-03-18,46,213-0034,"Kami Sanshin, Takatsu -ku, Kawasaki City, Kanagawa Prefecture",S13008,20180304,0-00000000-0
CS048615000009,Noriko Nakata,1,Male,1952-12-26,66,224-0006,"Eda Higashi, Tsuzuki -ku, Yokohama City, Kanagawa Prefecture",S14048,20180117,0-00000000-0
CS020614000032,Yoshino Nishimoto,1,Male,1955-02-21,64,114-0032,"Kita -ku, Tokyo Nakagojo",S13020,20150514,3-20081229-2
CS038304000004,Hiro Yokota,0,Female,1981-03-26,38,279-0041,"Horie, Urayasu City, Chiba Prefecture",S13038,20150811,7-20101015-A
CS016312000003,Misa Shinozaki,1,Male,1986-07-23,32,187-0013,"Mazutacho, Kodaira City, Tokyo",S13016,20150816,0-00000000-0
CS010615000104,Takamiko Sugihara,1,Male,1949-09-24,69,222-0012,"Fujizuka, Kohoku -ku, Yokohama -shi, Kanagawa",S14010,20141212,5-20100531-7
CS006511000009,Miyu Nagano,1,Male,1959-11-20,59,224-0043,"Origami -Honmachi, Tsuzuki -ku, Yokohama -shi, Kanagawa",S14006,20150808,0-00000000-0
CS006413000306,Pupil Tanabe,1,Male,1975-04-22,43,224-0057,"Kawawa -cho, Chiku, Tsuzuki -ku, Yokohama -shi, Kanagawa",S14006,20180801,0-00000000-0
CS009314000042,Miki Ishikura,1,Male,1982-10-13,36,158-0097,"Yoga, Setagaya -ku, Tokyo",S13009,20150331,9-20100319-8
CS004813000023,Miyuki Kitada,1,Male,1935-09-29,83,165-0032,"Saginomiya, Nakano -ku, Tokyo",S13004,20150322,0-00000000-0
CS044713000007,Rie Fukikoshi,1,Male,1944-07-22,74,144-0046,"Higashi Rokugo, Ota -ku, Tokyo",S13044,20180317,0-00000000-0
CS002515000382,Asuka Uehara,1,Male,1963-09-20,55,185-0021,"Minami -cho, Kokubunji -shi, Tokyo",S13002,20160611,9-20081021-7
CS016514000148,Asami Owada,1,Male,1967-10-27,51,184-0004,"Honmachi, Koganei City, Tokyo",S13016,20150626,1-20100307-3
CS004615000391,Ishikura Sora,1,Male,1957-01-03,62,165-0035,"Shirasagi, Nakano -ku, Tokyo",S13004,20170923,0-00000000-0
CS037615000079,Scandal of Sakaguchi,1,Male,1949-09-06,69,136-0076,"Minami sand in Koto -ku, Tokyo",S13037,20150831,2-20100704-4
CS003315000362,Aya Okunuki,1,Male,1979-10-08,39,182-0015,"Yakumodai, Chofu City, Tokyo",S13003,20160927,0-00000000-0
CS025302000005,Teruo Sakurai,0,Female,1981-07-20,37,242-0014,"Kamewada, Yamato City, Kanagawa Prefecture",S14025,20150129,0-00000000-0
CS032412000071,Sakurai Natsu Sky,1,Male,1973-12-30,45,210-0826,"Shiohama, Kawasaki -ku, Kawasaki City, Kanagawa Prefecture",S13032,20150813,4-20100926-6
CS040412000092,Mahiru Koyanagi,1,Male,1975-04-23,43,226-0027,"Nagatsuda, Midori -ku, Yokohama City, Kanagawa Prefecture",S14040,20150901,0-00000000-0
CS014615000122,Tsugawa Kou,1,Male,1949-06-08,69,263-0016,"Tendai, Inage -ku, Chiba -shi, Chiba",S12014,20150814,5-20091214-7
CS020515000132,Saki Komiya,1,Male,1965-12-16,53,115-0043,"Kamiya, Kita -ku, Tokyo",S13020,20150720,D-20100509-A
CS003215000016,Miyuki Ichikawa,1,Male,1995-12-08,23,201-0003,"Izumi Honcho, Komae City, Tokyo",S13003,20150907,3-20100921-2
CS001411000107,Chiemi Kosuga,1,Male,1976-09-05,42,212-0054,"Kokura, Sachi -ku, Kawasaki City, Kanagawa Prefecture",S13001,20170404,0-00000000-0
CS034315000128,Hiroko Abe,1,Male,1979-10-21,39,216-0001,"Nogawa, Miyamae -ku, Kawasaki City, Kanagawa Prefecture",S14034,20141114,3-20080924-5
CS012412000199,Ryo Morioka,1,Male,1970-03-03,49,231-0862,"Yamate -cho, Naka -ku, Yokohama -shi, Kanagawa",S14012,20150624,0-00000000-0
CS004615000351,Saki Kaneshiro,1,Male,1987-11-14,31,144-0052,"Kamata, Ota -ku, Tokyo",S13004,20170624,0-00000000-0
CS001614000179,Sayuri Yoshinaga,1,Male,1951-05-22,67,144-0054,"Shin -Kamata, Ota -ku, Tokyo",S13001,20170304,0-00000000-0
CS010613000136,Michiko Shiina,1,Male,1950-09-25,68,221-0004,"Nishioguchi, Kanagawa -ku, Yokohama City, Kanagawa Prefecture",S14010,20150226,0-00000000-0
CS020513000016,Saki Sasakawa,1,Male,1963-04-21,55,174-0052,"Hasunuma -cho, Itabashi -ku, Tokyo",S13020,20151103,1-20100816-3
CS006513000170,Ruria Mizutani,1,Male,1962-02-04,57,224-0032,"Chigasaki Chuo, Tsuzuki -ku, Yokohama -shi, Kanagawa",S14006,20150327,C-20100621-B
CS002303000029,Kimono Tsuji,0,Female,1983-07-19,35,185-0002,"Higashi -Tokura, Kokubunji, Tokyo",S13002,20160430,0-00000000-0
CS032815000020,Natsuki Doi,1,Male,1932-06-14,86,144-0056,"Nishi -Rokugo, Ota -ku, Tokyo",S13032,20151104,0-00000000-0
CS013813000021,Kyoko Oshima,1,Male,1935-06-10,83,275-0025,"Akitsu, Narashino City, Chiba Prefecture",S12013,20151009,0-00000000-0
CS017811000003,Yuu Kageyama,1,Male,1930-02-27,89,166-0001,"Asaya Kita, Suginami -ku, Tokyo",S13017,20150224,0-00000000-0
CS014415000172,Mina Nagano,1,Male,1973-06-23,45,263-0051,"Sono -cho, Inage -ku, Chiba -shi, Chiba",S12014,20150628,F-20101021-F
CS004313000327,Blossom,1,Male,1985-02-05,34,165-0032,"Saginomiya, Nakano -ku, Tokyo",S13004,20161010,0-00000000-0
CS003314000003,Yu Kaneshiro,1,Male,1979-01-18,40,201-0003,"Izumi Honcho, Komae City, Tokyo",S13003,20150704,0-00000000-0
CS031614000026,Ikeuchi Erika,1,Male,1952-05-19,66,151-0071,"Honmachi, Shibuya -ku, Tokyo",S13031,20150609,1-20100802-5
CS002412000113,Michiko Furusawa,1,Male,1970-08-30,48,187-0001,"Onuma -cho, Kodaira -shi, Tokyo",S13002,20150211,2-20090315-1
CS039701000012,Tsuda Sadaw,0,Female,1944-03-30,75,166-0012,"Wada, Suginami -ku, Tokyo",S13039,20170322,0-00000000-0
CS030304000002,Yosuke Aihara,0,Female,1984-08-05,34,272-0026,"Higashi Owada, Ichikawa City, Chiba Prefecture",S12030,20150818,E-20100917-C
CS019512000012,Ikue Yoshinaga,1,Male,1966-11-19,52,173-0035,"Otaniguchi, Itabashi -ku, Tokyo",S13019,20150204,8-20080603-3
CS010514000045,Nanomo Takayanagi,1,Male,1967-12-11,51,222-0026,"Shinohara -cho, Kohoku -ku, Yokohama -shi, Kanagawa",S14010,20150415,7-20100815-9
CS004215000052,Yumiko Senoo,1,Male,1989-02-02,30,167-0022,"Suginami -ku, Tokyo Shimoigusa",S13004,20150504,C-20090421-B
CS005603000052,Yosuke Uehara,0,Female,1954-05-07,64,166-0001,"Asaya Kita, Suginami -ku, Tokyo",S13005,20170208,0-00000000-0
CS004615000354,Harumi Itakura,1,Male,1953-01-01,66,165-0035,"Shirasagi, Nakano -ku, Tokyo",S13004,20170602,0-00000000-0
CS012715000068,Megumi Uehara,1,Male,1943-08-20,75,231-0826,"Honzaki Arai, Naka -ku, Yokohama -shi, Kanagawa",S14012,20151003,0-00000000-0
CS006315000041,Maho Shimazaki,1,Male,1983-05-17,35,224-0006,"Eda Higashi, Tsuzuki -ku, Yokohama City, Kanagawa Prefecture",S14006,20141029,0-00000000-0
CS003415000165,Ikue Oyama,1,Male,1976-06-13,42,201-0001,"Nishinogawa, Komae City, Tokyo",S13003,20141214,B-20090910-C
CS022315000037,Rinko Yamazaki,1,Male,1979-10-12,39,249-0005,"Sakurayama, Zushi City, Kanagawa Prefecture",S14022,20150605,0-00000000-0
CS021415000233,Megumi Hiratsuka,1,Male,1972-06-16,46,259-1142,"Tanaka, Isehara City, Kanagawa Prefecture",S14021,20150401,0-00000000-0
CS013403000010,Kitajima Toshiaki,0,Female,1974-04-25,44,275-0021,"Sodegaura, Narashino City, Chiba Prefecture",S12013,20150731,0-00000000-0
CS039613000040,Natsuki Kawagoe,1,Male,1956-03-23,63,167-0051,"Ogikubo, Suginami -ku, Tokyo",S13039,20151028,0-00000000-0
CS014315000214,Love of the riverbank,9,Unknown,1984-08-27,34,263-0051,"Sono -cho, Inage -ku, Chiba -shi, Chiba",S12014,20161130,0-00000000-0
CS014515000098,Momoko Ichimura,1,Male,1966-07-13,52,263-0014,"Sakube -cho, Inage -ku, Chiba -shi, Chiba",S12014,20150528,D-20100803-D
CS001615000319,Megumi Koga,1,Male,1954-02-16,65,144-0056,"Nishi -Rokugo, Ota -ku, Tokyo",S13001,20170208,0-00000000-0
CS037613000133,Morioka's eyes,1,Male,1954-08-21,64,136-0076,"Minami sand in Koto -ku, Tokyo",S13037,20150728,0-00000000-0
CS011415000193,Reina Aida,1,Male,1973-09-03,45,223-0064,"Shimoda -cho, Kohoku -ku, Yokohama -shi, Kanagawa",S14011,20150422,F-20100915-D
CS028413000023,Mahiru Sasakawa,1,Male,1973-01-01,46,246-0025,"Akuwanishi, Seya -ku, Yokohama -shi, Kanagawa",S14028,20150320,0-00000000-0
CS007503000041,Ayakoji Takashi,0,Female,1964-04-20,54,285-0854,"Kamiza, Sakura City, Chiba Prefecture",S12007,20160214,0-00000000-0
CS007312000119,Mikako Tamura,1,Male,1986-07-29,32,276-0023,"Katsutadai, Yachiyo City, Chiba Prefecture",S12007,20150416,0-00000000-0
CS003512000504,Rinako Kaneshiro,1,Male,1959-06-28,59,214-0008,"Sugakitaura, Tama -ku, Kawasaki City, Kanagawa Prefecture",S13003,20170623,0-00000000-0
CS008613000042,Tomoka Inagaki,1,Male,1954-01-15,65,157-0066,"Seijo, Setagaya -ku, Tokyo",S13008,20150410,0-00000000-0
CS001413000117,Megumi Toyama,1,Male,1972-03-24,47,144-0045,"Minami Rokugo, Ota -ku, Tokyo",S13001,20150426,0-00000000-0
CS019215000029,Mayuko Sawa,1,Male,1994-10-14,24,176-0002,"Sakuradai, Nerima -ku, Tokyo",S13019,20151203,A-20100622-9
CS029613000122,Erika Matsubara,1,Male,1953-01-27,66,279-0026,"Benten, Urayasu City, Chiba Prefecture",S12029,20161111,0-00000000-0
CS034714000036,Yoko Morioka,1,Male,1940-01-02,79,216-0035,"Kawasaki -shi, Kanagawa Miyama -ku Silk",S14034,20150921,0-00000000-0
CS023414000088,Hiroko Yoneya,1,Male,1975-04-19,43,212-0016,"Minamikai -cho, Sachi -ku, Kawasaki -shi, Kanagawa",S14023,20160101,F-20101029-F
CS025413000033,Shun Sakurai,1,Male,1974-02-08,45,242-0024,"Fukuda, Yamato City, Kanagawa Prefecture",S14025,20150221,0-00000000-0
CS005412000265,Fukushi Asami,1,Male,1970-03-28,49,177-0041,"Shakujii -cho, Nerima -ku, Tokyo",S13005,20170626,0-00000000-0
CS028515000186,Shoko Numata,1,Male,1965-08-29,53,241-0825,"Asahi -ku, Asahi -ku, Yokohama -shi, Kanagawa",S14028,20151231,D-20091105-D
CS002712000039,Shoko Uchida,1,Male,1944-10-17,74,187-0011,"Suzuki -cho, Kodaira, Tokyo",S13002,20150710,0-00000000-0
CS001411000150,Ryo Iwasawa,1,Male,1969-09-11,49,210-0808,"Asahi -cho, Kawasaki -ku, Kawasaki -shi, Kanagawa",S13001,20170508,0-00000000-0
CS029415000264,Misa Ishii,1,Male,1971-05-17,47,279-0041,"Horie, Urayasu City, Chiba Prefecture",S12029,20150802,8-20100507-6
CS007415000029,Saki Toda,1,Male,1968-11-04,50,285-0846,"Kamishizu, Sakura City, Chiba Prefecture",S12007,20160201,0-00000000-0
CS038513000245,Murai Shibori,1,Male,1965-10-26,53,279-0004,"Urayasu City, Chiba Prefecture Cats",S13038,20180810,0-00000000-0
CS001314000222,Ryo Hatano,1,Male,1979-02-22,40,144-0046,"Higashi Rokugo, Ota -ku, Tokyo",S13001,20170503,0-00000000-0
CS004315000435,Yutaka Mizutani,9,Unknown,1979-11-10,39,176-0013,"Toyoda Naka, Nerima -ku, Tokyo",S13004,20161210,0-00000000-0
CS040613000086,Ayako Komiya,9,Unknown,1952-05-05,66,226-0026,"Nagatsuda -cho, Midori -ku, Yokohama -shi, Kanagawa",S14040,20151205,0-00000000-0
CS008313000161,Haruka Oda,1,Male,1982-11-25,36,201-0005,"Iwato Minami, Komae City, Tokyo",S13008,20150106,0-00000000-0
CS005415000361,Miyuki Kawahara,1,Male,1972-10-28,46,167-0022,"Suginami -ku, Tokyo Shimoigusa",S13005,20170502,6-20100824-9
CS032314000036,Kuno Kuno,1,Male,1982-04-28,36,144-0046,"Higashi Rokugo, Ota -ku, Tokyo",S13032,20150825,9-20100212-9
CS040304000008,Professor Sakuma,0,Female,1981-04-24,37,226-0016,"Kirigaoka, Midori -ku, Yokohama City, Kanagawa Prefecture",S14040,20151014,8-20100416-9
CS038712000003,Yu Yoshiwara,9,Unknown,1940-10-17,78,134-0083,"Tokyo, Edogawa -ku, Tokyo, Kasai",S13038,20150510,0-00000000-0
CS023312000163,Keiko Fujiki,1,Male,1985-11-29,33,212-0054,"Kokura, Sachi -ku, Kawasaki City, Kanagawa Prefecture",S14023,20190108,0-00000000-0
CS034715000045,Miyu Motojo,1,Male,1945-01-24,74,216-0035,"Kawasaki -shi, Kanagawa Miyama -ku Silk",S14034,20150403,0-00000000-0
CS031213000007,Chinatsu Kajiwara,9,Unknown,1997-06-29,21,160-0023,"Nishi -Shinjuku, Shinjuku -ku, Tokyo",S13031,20150531,1-20090517-4
CS002715000010,Sachie Ichikawa,1,Male,1945-06-15,73,185-0011,"Honda, Kokubunji, Tokyo",S13002,20150903,0-00000000-0
CS039413000162,Love of Naoto,1,Male,1972-10-05,46,167-0032,"Amanuma, Suginami -ku, Tokyo",S13039,20150810,6-20080217-4
CS013614000006,Ishii Yasui,1,Male,1949-06-15,69,275-0022,"Kasumi, Narashino City, Chiba Prefecture",S12013,20150218,4-20090831-6
CS002502000157,Serizawa Serizawa,0,Female,1964-12-14,54,187-0042,"Nakamachi, Kodaira City, Tokyo",S13002,20171030,0-00000000-0
CS002502000024,Teranishi Blue Sea,0,Female,1966-06-18,52,185-0036,"Takagicho, Kokubunji -shi, Tokyo",S13002,20150630,0-00000000-0
CS002212000081,Shihori Umeda,1,Male,1997-02-13,22,187-0043,"Gakuen -shi, Kodaira, Tokyo",S13002,20160408,0-00000000-0
CS003513000602,Sachie Nagase,1,Male,1966-01-24,53,182-0022,"Kokuro -cho, Chofu -shi, Tokyo",S13003,20170501,0-00000000-0
CS018613000109,Akihiro Shinoyama,9,Unknown,1951-08-13,67,204-0021,"Motomachi, Kiyose City, Tokyo",S13018,20150106,1-20091207-3
CS008513000130,Manami Yonezawa,1,Male,1964-06-14,54,157-0073,"Kinuta, Setagaya -ku, Tokyo",S13008,20150624,8-20090329-8
CS040714000032,Chinatsu Nishikawa,1,Male,1947-08-03,71,226-0025,"Toki -Ichimachi, Midori -ku, Yokohama -shi, Kanagawa",S14040,20150822,0-00000000-0
CS029413000217,Ikue Kageyama,1,Male,1972-07-28,46,279-0041,"Horie, Urayasu City, Chiba Prefecture",S12029,20150501,0-00000000-0
CS002512000482,Tateishi Shibori,1,Male,1965-10-01,53,185-0036,"Takagicho, Kokubunji -shi, Tokyo",S13002,20170512,6-20090727-2
CS028415000215,Airi Takigawa,1,Male,1974-10-12,44,246-0021,"Futatsuhashi -cho, Seya -ku, Yokohama -shi, Kanagawa",S14028,20150801,C-20100205-E
CS009502000005,Ryuji Hori,0,Female,1966-07-01,52,156-0052,"Keido, Setagaya -ku, Tokyo",S13009,20150331,0-00000000-0
CS025503000031,Daiki hexagonal,0,Female,1963-01-14,56,242-0024,"Fukuda, Yamato City, Kanagawa Prefecture",S14025,20150318,0-00000000-0
CS005603000046,Hoshi Kato,0,Female,1957-02-23,62,167-0021,"Igusa, Suginami -ku, Tokyo",S13005,20170305,0-00000000-0
CS002314000199,Ashida Sora,1,Male,1984-12-28,34,185-0012,"Honmachi, Kokubunji -shi, Tokyo",S13002,20170403,0-00000000-0
CS010515000129,Mika Kobe,1,Male,1963-09-10,55,222-0026,"Shinohara -cho, Kohoku -ku, Yokohama -shi, Kanagawa",S14010,20150206,F-20100807-F
CS014514000038,Nozomi Kawahara,1,Male,1960-10-19,58,263-0021,"Gocho -cho, Inage -ku, Chiba -shi, Chiba",S12014,20151230,D-20100905-B
CS004413000656,Ryo Yoshinaga,1,Male,1974-08-20,44,165-0031,"Kami -Saginomiya, Nakano -ku, Tokyo",S13004,20170708,0-00000000-0
CS016614000047,Apricot of Owada,1,Male,1951-03-12,68,184-0012,"Nakamachi, Koganei City, Tokyo",S13016,20150901,0-00000000-0
CS027414000106,Natsuki Sakashita,1,Male,1969-05-01,49,251-0026,"Kugenuma Higashi, Fujisawa City, Kanagawa Prefecture",S14027,20141222,B-20101001-D
CS005612000140,Kyoko Kageyama,1,Male,1951-11-04,67,177-0033,"Takanodai, Nerima -ku, Tokyo",S13005,20170621,0-00000000-0
CS005214000031,Masayo Eto,1,Male,1994-09-27,24,165-0031,"Kami -Saginomiya, Nakano -ku, Tokyo",S13005,20161113,9-20100505-8
CS021513000202,Mahiru Kanai,1,Male,1963-03-22,56,259-1132,"Sakuradai, Isehara City, Kanagawa Prefecture",S14021,20150509,0-00000000-0
CS039515000085,Abe Seven,1,Male,1964-03-06,55,167-0053,"Nishi -Oginan, Suginami -ku, Tokyo",S13039,20150510,8-20101002-B
CS019502000006,Yoneya Santa Maria,0,Female,1963-12-30,55,174-0052,"Hasunuma -cho, Itabashi -ku, Tokyo",S13019,20150628,0-00000000-0
CS003515000727,Erika Hosoi,9,Unknown,1964-01-08,55,182-0015,"Yakumodai, Chofu City, Tokyo",S13003,20170313,0-00000000-0
CS032413000302,Nao Miyashita,1,Male,1977-05-01,41,144-0045,"Minami Rokugo, Ota -ku, Tokyo",S13032,20180503,0-00000000-0
CS011311000018,Kaoru Niwa,1,Male,1981-08-17,37,230-0073,"Tsurumi -ku, Yokohama -shi, Kanagawa Shishigaya",S14011,20150321,0-00000000-0
CS002511000030,Aiko Matsubara,1,Male,1967-03-17,52,187-0021,"Kamisui Minami -cho, Kodaira City, Tokyo",S13002,20150111,0-00000000-0
CS028315000146,Kawase Bud,1,Male,1984-05-21,34,246-0035,"Shimoseya, Seya -ku, Yokohama -shi, Kanagawa",S14028,20150526,0-00000000-0
CS010415000335,Haruka Kanai,1,Male,1975-03-13,44,222-0026,"Shinohara -cho, Kohoku -ku, Yokohama -shi, Kanagawa",S14010,20160511,0-00000000-0
CS003414000398,Chiemi Hagiwara,1,Male,1970-05-18,48,182-0022,"Kokuro -cho, Chofu -shi, Tokyo",S13003,20171015,0-00000000-0
CS010413000080,Aya Tsuruta,1,Male,1971-04-20,47,221-0076,"Shirahatamachi, Kanagawa -ku, Yokohama City, Kanagawa Prefecture",S14010,20150621,0-00000000-0
CS003412000488,Saki Okamoto,1,Male,1971-10-29,47,182-0012,"Chofu -shi, Tokyo, Jindaiji Temple Higashi -cho",S13003,20161201,0-00000000-0
CS018613000152,Instant,1,Male,1955-08-10,63,204-0022,"Matsuyama, Kiyose City, Tokyo",S13018,20151128,0-00000000-0
CS014413000177,Misako Hatano,1,Male,1973-11-04,45,263-0016,"Tendai, Inage -ku, Chiba -shi, Chiba",S12014,20151128,0-00000000-0
CS018311000029,Itakura flower,1,Male,1984-09-27,34,204-0012,"Kiyoto, Kiyose City, Tokyo",S13018,20150505,0-00000000-0
CS004414000217,Manami Nogami,1,Male,1969-02-04,50,165-0033,"Wakamiya, Nakano -ku, Tokyo",S13004,20160624,B-20101009-B
CS032612000030,Ai Tamaki,1,Male,1955-05-31,63,210-0007,"Ekimae Honmachi, Kawasaki -ku, Kawasaki City, Kanagawa Prefecture",S13032,20150411,0-00000000-0
CS006513000175,Kyoko Fujimura,1,Male,1961-06-06,57,224-0053,"Ikebe -cho, Tsuzuki -ku, Yokohama -shi, Kanagawa",S14006,20160219,C-20090202-A
CS017401000027,Yosuke Shaku,0,Female,1977-06-09,41,166-0001,"Asaya Kita, Suginami -ku, Tokyo",S13017,20150428,0-00000000-0
CS010713000020,Hanako Yoneya,1,Male,1945-03-25,74,221-0005,"Matsumi -cho, Kanagawa -ku, Yokohama City, Kanagawa Prefecture",S14010,20150408,0-00000000-0
CS005415000557,Natsumi Uno,1,Male,1972-11-17,46,167-0022,"Suginami -ku, Tokyo Shimoigusa",S13005,20170619,8-20100615-1
CS016614000017,Isamu Okumura,1,Male,1956-06-20,62,184-0012,"Nakamachi, Koganei City, Tokyo",S13016,20141228,0-00000000-0
CS027313000003,Ayako Hata,1,Male,1986-10-15,32,251-0016,"Maitreji Temple, Fujisawa City, Kanagawa Prefecture",S14027,20150811,0-00000000-0
CS004415000041,Yuu Tanabe,1,Male,1972-11-03,46,165-0033,"Wakamiya, Nakano -ku, Tokyo",S13004,20151222,7-20090325-1
CS053311000004,Aiko Komiya,1,Male,1986-10-21,32,272-0141,"Katori, Ichikawa City, Chiba Prefecture",S12053,20180911,0-00000000-0
CS004413000416,Sayaka Shishido,1,Male,1975-12-16,43,165-0032,"Saginomiya, Nakano -ku, Tokyo",S13004,20160322,0-00000000-0
CS037413000280,Miho Konuma,1,Male,1977-04-15,41,136-0073,"Kitasuna, Koto -ku, Tokyo",S13037,20180210,0-00000000-0
CS034213000014,Miyuki Igawa,1,Male,1993-02-13,26,213-0014,"Takatsu -ku, Kawasaki City, Kanagawa Prefecture New work",S14034,20150821,3-20080915-5
CS003213000176,Usami Sayaka,1,Male,1994-11-05,24,201-0001,"Nishinogawa, Komae City, Tokyo",S13003,20170122,0-00000000-0
CS002415000749,Ogata tomorrow,1,Male,1977-11-29,41,185-0011,"Honda, Kokubunji, Tokyo",S13002,20171107,0-00000000-0
CS001812000023,Erika Kameyama,1,Male,1935-03-25,84,212-0007,"Kawaramachi, Sachi -ku, Kawasaki -shi, Kanagawa",S13001,20160203,0-00000000-0
CS021413000049,Sachiko Ohno,1,Male,1973-04-17,45,259-1113,"Awakubo, Isehara City, Kanagawa Prefecture",S14021,20150703,0-00000000-0
CS017215000037,Rio Yoshii,1,Male,1996-03-24,23,164-0001,"Nakano, Nakano -ku, Tokyo",S13017,20151127,A-20100413-D
CS030112000001,Haruki Yamauchi,1,Male,2002-01-26,17,272-0814,"Takaishijin, Ichikawa City, Chiba Prefecture",S12030,20150620,0-00000000-0
CS005415000572,Kazue Yanagawa,1,Male,1972-12-22,46,167-0031,"Motomonuma, Suginami -ku, Tokyo",S13005,20170829,0-00000000-0
CS040415000045,Noriko Aoki,1,Male,1976-03-29,43,226-0026,"Nagatsuda -cho, Midori -ku, Yokohama -shi, Kanagawa",S14040,20150110,D-20101014-E
CS021215000015,Keita Hori Kita,9,Unknown,1990-03-19,29,259-1132,"Sakuradai, Isehara City, Kanagawa Prefecture",S14021,20160313,0-00000000-0
CS021102000003,Nakahara,0,Female,2006-05-17,12,254-0004,"Kobujima, Hiratsuka City, Kanagawa Prefecture",S14021,20180510,0-00000000-0
CS006403000042,Akira Uemura,0,Female,1970-02-19,49,224-0032,"Chigasaki Chuo, Tsuzuki -ku, Yokohama -shi, Kanagawa",S14006,20150616,0-00000000-0
CS021312000027,Tomakawa tomorrow,1,Male,1986-05-14,32,259-1126,"Numa Mame, Isehara City, Kanagawa Prefecture",S14021,20150428,0-00000000-0
CS025613000002,Sachie Mizuta,1,Male,1951-08-31,67,242-0024,"Fukuda, Yamato City, Kanagawa Prefecture",S14025,20150526,0-00000000-0
CS015414000138,Erika Kusano,1,Male,1972-07-29,46,136-0076,"Minami sand in Koto -ku, Tokyo",S13015,20150205,D-20100504-9
CS033214000035,Rinko Kosuga,1,Male,1989-05-01,29,241-0824,"Minami Kibigaoka, Asahi -ku, Yokohama City, Kanagawa Prefecture",S14033,20170722,0-00000000-0
CS003513000569,Ayako Shimura,1,Male,1963-06-25,55,182-0007,"Kikunodai, Chofu City, Tokyo",S13003,20170508,3-20090810-2
CS024314000085,Yui Sugiyama,1,Male,1985-07-24,33,214-0035,"Nagasawa, Tama -ku, Kawasaki City, Kanagawa Prefecture",S14024,20161121,0-00000000-0
CS035615000040,Daigoro Kawanishi,9,Unknown,1957-02-13,62,158-0098,"Kamimariga, Setagaya -ku, Tokyo",S13035,20150909,E-20100830-6
CS011614000044,Kaoru Iwabuchi,1,Male,1952-08-30,66,223-0053,"Tsunashima Nishi, Kohoku -ku, Yokohama -shi, Kanagawa",S14011,20141129,0-00000000-0
CS011413000240,Chinatsu Takemura,1,Male,1972-06-23,46,223-0053,"Tsunashima Nishi, Kohoku -ku, Yokohama -shi, Kanagawa",S14011,20150929,0-00000000-0
CS039504000010,Shinichi Shiga,0,Female,1962-12-12,56,167-0052,"Minamiogikubo, Suginami -ku, Tokyo",S13039,20150922,0-00000000-0
CS001301000040,Square sink,0,Female,1983-03-04,36,212-0054,"Kokura, Sachi -ku, Kawasaki City, Kanagawa Prefecture",S13001,20181003,0-00000000-0
CS003313000214,Yumiko Yamauchi,1,Male,1980-09-05,38,201-0003,"Izumi Honcho, Komae City, Tokyo",S13003,20160108,0-00000000-0
CS008613000046,Erika Ozaki,1,Male,1953-03-23,66,157-0066,"Seijo, Setagaya -ku, Tokyo",S13008,20150907,7-20091228-1
CS037515000132,Kyoko Naito,1,Male,1964-02-26,55,135-0003,"Sarue, Koto -ku, Tokyo",S13037,20150721,C-20100730-D
CS034613000064,Ryo Yanagida,1,Male,1951-01-23,68,216-0035,"Kawasaki -shi, Kanagawa Miyama -ku Silk",S14034,20150117,0-00000000-0
CS005514000146,Apricot of Yanagihara,1,Male,1964-08-15,54,166-0001,"Asaya Kita, Suginami -ku, Tokyo",S13005,20180216,0-00000000-0
CS007712000038,Sachiko Toshima,1,Male,1942-06-29,76,285-0841,"Shimoshizu, Sakura City, Chiba Prefecture",S12007,20150525,0-00000000-0
CS050413000004,Saki Uesugi,1,Male,1969-06-27,49,241-0816,"Sasanodai, Asahi -ku, Yokohama City, Kanagawa Prefecture",S14050,20180414,0-00000000-0
